,text_recessie_gold,text_recessie,text_boukes_gold,text_boukes,text_LIWC_gold,text_LIWC,text_sentistrength_gold,text_sentistrength,text_pattern_gold,text_pattern,text_polyglot_gold,text_polyglot,text_DANEW_gold,text_DANEW,text_top4_gold,text_top4,text_top3_gold,text_top3,text_top2_gold,text_top2,text_top1_gold,text_top1
1122,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
1123,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1124,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1125,0,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0
1126,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1127,1,0,1,0,1,0,1,1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0
1128,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0
1129,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1130,-1,0,-1,0,-1,1,-1,0,-1,1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,1
1131,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1132,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1133,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0
1134,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,0
1135,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
1136,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
1137,1,0,1,0,1,0,1,1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,0
1138,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
1139,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1140,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1141,1,0,1,1,1,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1
1142,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0
1143,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
1144,1,0,1,1,1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,-1
1145,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1
1146,1,0,1,1,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0
1147,0,0,0,1,0,-1,0,0,0,1,0,1,0,0,0,-1,0,-1,0,-1,0,-1
1148,1,0,1,1,1,0,1,0,1,0,1,-1,1,1,1,0,1,-1,1,-1,1,0
1149,1,0,1,0,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1
1150,1,0,1,1,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1
1151,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1152,1,0,1,0,1,0,1,-1,1,1,1,0,1,0,1,0,1,-1,1,0,1,0
1153,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
1154,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
1155,0,0,0,1,0,-1,0,-1,0,1,0,0,0,1,0,-1,0,-1,0,-1,0,-1
1156,1,0,1,0,1,1,1,0,1,0,1,1,1,-1,1,0,1,1,1,1,1,1
1157,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1158,-1,0,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0
1159,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,0,-1,-1
1160,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1161,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1162,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
1163,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
1164,-1,0,-1,1,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0
1165,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1166,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1167,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1168,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1
1169,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
1170,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,0
1171,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1172,1,0,1,0,1,1,1,1,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1
1173,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
1174,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0
1175,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1176,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
1177,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1178,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1
1179,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,1,-1,0
1180,1,0,1,1,1,0,1,1,1,-1,1,-1,1,0,1,0,1,1,1,0,1,0
1181,1,0,1,0,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,0,1,0
1182,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1183,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1184,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
1185,1,0,1,0,1,0,1,0,1,-1,1,0,1,-1,1,-1,1,0,1,0,1,0
1186,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1
1187,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1
1188,-1,0,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0
1189,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
1190,1,0,1,0,1,0,1,1,1,-1,1,-1,1,-1,1,0,1,0,1,-1,1,0
1191,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1192,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1193,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1194,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
1195,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1
1196,1,0,1,1,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0,1,0
1197,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1198,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1199,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1200,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1201,-1,0,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
1202,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0
1203,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
1204,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
1205,-1,0,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1206,1,0,1,-1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1207,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,1
1208,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0
1209,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1
1210,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1211,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1212,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1213,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0
1214,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1215,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1216,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1217,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1218,1,0,1,0,1,1,1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,1
1219,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
1220,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1221,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
1222,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1223,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
1224,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1
1225,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0
1226,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1227,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1228,1,0,1,0,1,-1,1,-1,1,1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
1229,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1230,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,-1,0,-1,1,-1,1,-1,1,-1,1
1231,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0
1232,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
1233,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1234,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
1235,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1236,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1237,0,0,0,0,0,-1,0,1,0,-1,0,0,0,1,0,1,0,0,0,-1,0,-1
1238,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,-1
1239,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1,0
1240,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0
1241,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1
1242,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1243,-1,0,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1
1244,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1245,1,0,1,-1,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1
1246,-1,0,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
1247,1,0,1,0,1,1,1,0,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,1
1248,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
1249,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1250,1,0,1,-1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1
1251,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0
1252,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
1253,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,0,-1,1
1254,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1255,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
1256,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1
1257,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1258,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1
1259,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
1260,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1261,1,0,1,0,1,-1,1,1,1,-1,1,-1,1,-1,1,-1,1,0,1,-1,1,-1
1262,-1,0,-1,0,-1,0,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
1263,1,0,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1,1
1264,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,-1
1265,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1266,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1267,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1
1268,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1269,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1270,-1,0,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1
1271,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1272,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,0,1,-1,1,-1,1,-1,1,-1
1273,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1274,0,-1,0,0,0,-1,0,1,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1
1275,1,-1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1276,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
